Date,Result,Hero,Duration,KDA
12/2/13,Lost,Templar Assassin,1:02:34,11/14/18
12/2/13,Lost,Faceless Void,22:15,3/3/02
12/2/13,Lost,Clockwerk,5:35,0/0/0
12/2/13,Lost,Slardar,59:49:00,1/12/25
12/2/13,Lost,Nyx Assassin,33:41:00,2/8/13
11/2/13,Won ,Jakiro,34:03:00,2/4/15
11/2/13,Won ,Templar Assassin,41:02:00,27/2/09
10/2/13,Won ,Faceless Void,40:36:00,18/3/08
10/2/13,Lost,Lina,41:30:00,9/8/09
10/2/13,Lost,Faceless Void,1:13,0/0/0
10/2/13,Won ,Faceless Void,51:06:00,12/6/18
10/2/13,Won ,Faceless Void,40:50:00,3/4/11
10/2/13,Lost,Faceless Void,38:50:00,7/4/06
9/2/13,Lost,Beastmaster,40:16:00,8/7/18
9/2/13,Lost,Templar Assassin,34:22:00,4/5/00
9/2/13,Won ,Clockwerk,41:55:00,10/4/13
9/2/13,Lost,Clockwerk,57:23:00,2/12/20
8/2/13,Won ,Clockwerk,38:03:00,3/4/15
8/2/13,Won ,Shadow Demon,57:31:00,11/7/30
7/2/13,Won ,Shadow Fiend,45:57:00,23/4/11
7/2/13,Lost,Sand King,35:01:00,6/12/09
7/2/13,Lost,Bounty Hunter,44:33:00,8/9/09
7/2/13,Lost,Spirit Breaker,26:39:00,1/6/04
6/2/13,Lost,Bounty Hunter,38:28:00,3/11/07
6/2/13,Lost,Lone Druid,30:22:00,1/6/07
5/2/13,Won ,Clockwerk,41:19:00,7/11/13
5/2/13,Lost,Clockwerk,1:00:26,11/9/24
4/2/13,Won ,Clockwerk,28:55:00,4/8/12
4/2/13,Won ,Clockwerk,1:08:41,22/9/23
4/2/13,Lost,Tinker,49:31:00,9/8/15
4/2/13,Won ,Shadow Fiend,41:20:00,18/7/20
3/2/13,Won ,Clockwerk,49:30:00,14/6/15
3/2/13,Lost,Anti-Mage,34:02:00,5/4/04
2/2/13,Won ,Clockwerk,39:16:00,18/5/08
2/2/13,Lost,Clockwerk,32:11:00,11/7/09
2/2/13,Won ,Clockwerk,51:03:00,16/7/16
2/2/13,Lost,Clockwerk,35:09:00,7/14/9
2/2/13,Won ,Warlock,37:32:00,6/0/8
2/2/13,Won ,Brewmaster,56:25:00,7/11/18
1/2/13,Lost,Jakiro,29:07:00,3/10/08
1/2/13,Lost,Tinker,45:02:00,11/9/12
1/2/13,Won ,Shadow Fiend,37:11:00,16/6/13
1/2/13,Lost,Shadow Fiend,40:59:00,5/10/09
31/1/13,Won ,Phantom Lancer,29:15:00,19/2/06
16/7/16,Won ,Shadow Fiend,36:33:00,14/6/09
30/1/13,Lost,Templar Assassin,40:07:00,12/10/07
29/1/13,Lost,Lifestealer,1:04:15,12/8/18
29/1/13,Won ,Shadow Fiend,40:40:00,13/2/10
29/1/13,Won ,Templar Assassin,34:37:00,16/2/13
29/1/13,Won ,Shadow Fiend,32:20:00,10/6/16
29/1/13,Lost,Jakiro,57:22:00,2/11/13
29/1/13,Won ,Troll Warlord,43:09:00,16/4/11
29/1/13,Lost,Tinker,39:43:00,2/9/02
29/1/13,Lost,Tinker,1:00:01,5/10/12
29/1/13,Won ,Jakiro,1:36,0/0/0
29/1/13,Lost,Alchemist,36:30:00,0/11/9
28/1/13,Lost,Shadow Fiend,55:36:00,17/11/08
28/1/13,Won ,Brewmaster,34:50:00,8/4/14
28/1/13,Won ,Troll Warlord,39:26:00,20/3/10
28/1/13,Lost,Lifestealer,36:21:00,5/7/05
28/1/13,Lost,Templar Assassin,48:14:00,7/8/09
28/1/13,Lost,Puck,41:31:00,10/8/19
28/1/13,Lost,Troll Warlord,29:54:00,5/7/03
27/1/13,Won ,Tinker,46:17:00,32/2/15
27/1/13,Lost,Lifestealer,42:41:00,2/11/10
27/1/13,Won ,Jakiro,44:41:00,8/5/14
27/1/13,Lost,Lone Druid,31:01:00,2/6/02
27/1/13,Won ,Lone Druid,19:25,6/1/05
27/1/13,Won ,Troll Warlord,45:47:00,12/8/15
26/1/13,Lost,Lone Druid,35:44:00,1/6/01
26/1/13,Won ,Lone Druid,34:05:00,11/4/11
26/1/13,Won ,Phantom Lancer,28:58:00,8/1/18
25/1/13,Lost,Lifestealer,45:53:00,11/8/08
24/1/13,Lost,Beastmaster,49:31:00,3/13/15
24/1/13,Lost,Lion,25:48:00,1/11/04
24/1/13,Lost,Medusa,37:12:00,2/5/04
24/1/13,Won ,Templar Assassin,42:44:00,27/4/10
24/1/13,Won ,Jakiro,43:28:00,7/11/19
23/1/13,Won ,Tinker,34:46:00,6/1/13
22/1/13,Won ,Templar Assassin,49:46:00,19/4/11
22/1/13,Lost,Medusa,37:26:00,3/6/08
21/1/13,Won ,Templar Assassin,50:08:00,14/9/20
21/1/13,Won ,Shadow Fiend,31:42:00,28/2/11
20/1/13,Won ,Medusa,23:29,4/1/03
20/1/13,Won ,Jakiro,33:14:00,12/5/16
20/1/13,Lost,Tinker,24:50:00,0/6/9
20/1/13,Won ,Tinker,46:29:00,8/5/20
19/1/13,Won ,Tinker,47:59:00,21/6/26
19/1/13,Lost,Pudge,35:36:00,15/9/09
19/1/13,Won ,Shadow Fiend,24:04:00,10/2/14
19/1/13,Won ,Leshrac,37:27:00,10/5/20
19/1/13,Lost,Templar Assassin,53:43:00,6/9/14
19/1/13,Won ,Nyx Assassin,28:47:00,9/2/17
19/1/13,Lost,Tinker,33:00:00,3/8/08
16/7/16,Lost,Tinker,40:03:00,6/7/06
4/1/13,Lost,Tinker,40:38:00,11/11/10
4/1/13,Lost,Templar Assassin,42:08:00,6/17/7
4/1/13,Won ,Sand King,31:37:00,4/1/11
4/1/13,Won ,Jakiro,47:51:00,7/11/30
3/1/13,Won ,Jakiro,35:41:00,1/0/13
3/1/13,Lost,Nyx Assassin,37:16:00,8/7/09
3/1/13,Lost,Nyx Assassin,37:33:00,7/8/13
3/1/13,Won ,Tinker,19:07,11/1/10
3/1/13,Won ,Nyx Assassin,38:01:00,8/4/14
3/1/13,Won ,Jakiro,38:27:00,10/2/12
2/1/13,Won ,Dark Seer,46:40:00,11/6/16
2/1/13,Won ,Tinker,48:13:00,22/4/27
2/1/13,Lost,Nyx Assassin,47:34:00,3/14/15
31/12/12,Lost,Tinker,50:29:00,7/11/16
31/12/12,Lost,Lycan,49:13:00,7/10/09
31/12/12,Lost,Pudge,34:40:00,5/14/9
29/12/12,Won ,Tinker,0:30,0/0/0
29/12/12,Won ,Tinker,43:00:00,12/11/21
29/12/12,Lost,Faceless Void,25:27:00,0/10/2
29/12/12,Won ,Tinker,32:32:00,19/1/06
29/12/12,Lost,Tinker,51:58:00,10/8/19
29/12/12,Lost,Vengeful Spirit,56:51:00,2/10/13
27/12/12,Lost,Templar Assassin,30:47:00,7/9/06
27/12/12,Won ,Bounty Hunter,39:22:00,17/7/15
27/12/12,Lost,Templar Assassin,29:28:00,5/9/07
26/12/12,Lost,Jakiro,46:24:00,3/11/19
26/12/12,Won ,Templar Assassin,1:05:53,20/11/16
19/12/12,Lost,Timbersaw,45:25:00,0/11/13
18/12/12,Won ,Templar Assassin,49:52:00,16/6/15
18/12/12,Lost,Templar Assassin,18:44,7/4/00
18/12/12,Won ,Magnus,37:11:00,12/5/17
17/12/12,Won ,Queen of Pain,46:58:00,16/5/16
17/12/12,Lost,Pudge,30:50:00,5/12/06
17/12/12,Won ,Templar Assassin,46:59:00,6/12/13
17/12/12,Won ,Jakiro,36:10:00,7/5/13
16/12/12,Lost,Faceless Void,42:52:00,6/6/10
16/12/12,Won ,Jakiro,27:54:00,9/1/21
16/12/12,Lost,Timbersaw,35:09:00,8/11/09
16/12/12,Won ,Sven,37:20:00,14/6/13
16/12/12,Lost,Bounty Hunter,33:08:00,7/7/07
16/12/12,Won ,Faceless Void,27:31:00,5/1/03
16/12/12,Lost,Magnus,39:05:00,7/9/09
16/12/12,Won ,Faceless Void,46:38:00,20/4/16
16/12/12,Lost,Faceless Void,25:07:00,3/10/02
16/12/12,Lost,Faceless Void,39:03:00,15/7/07
16/12/12,Won ,Templar Assassin,40:39:00,19/5/20
16/12/12,Lost,Lifestealer,9:38,0/0/0
16/12/12,Won ,Templar Assassin,38:39:00,19/2/07
16/12/12,Won ,Faceless Void,36:20:00,26/3/05
16/7/16,Lost,Pudge,55:25:00,11/9/12
15/12/12,Lost,Templar Assassin,45:14:00,10/9/10
15/12/12,Won ,Jakiro,51:25:00,9/11/28
6/12/12,Won ,Pudge,32:50:00,17/1/08
4/12/12,Lost,Queen of Pain,43:41:00,6/10/08
3/12/12,Won ,Jakiro,54:12:00,3/11/19
3/12/12,Won ,Chen,35:06:00,1/3/09
29/11/12,Won ,Leshrac,13:20,1/1/04
29/11/12,Won ,Pudge,27:47:00,7/4/11
29/11/12,Lost,Vengeful Spirit,33:40:00,3/7/09
29/11/12,Lost,Jakiro,43:39:00,3/11/14
29/11/12,Lost,Jakiro,48:12:00,0/8/15
19/11/12,Lost,Sniper,40:28:00,1/13/4
19/11/12,Won ,Kunkka,26:45:00,6/2/08
19/11/12,Won ,Io,37:17:00,1/10/19
19/11/12,Won ,Jakiro,8:19,1/1/02
19/11/12,Won ,Ursa,27:20:00,12/1/08
19/11/12,Won ,Gyrocopter,34:15:00,12/7/25
19/11/12,Won ,Sniper,42:57:00,20/5/18
19/11/12,Won ,Vengeful Spirit,39:50:00,6/4/20
19/11/12,Won ,Sniper,33:55:00,10/1/11
19/11/12,Won ,Drow Ranger,22:22,10/2/04
13/11/12,Won ,Kunkka,22:33,8/3/10
12/11/12,Lost,Pudge,21:36,4/6/06
12/11/12,Won ,Pudge,22:23,10/6/12
12/11/12,Lost,Tinker,21:24,8/5/11
11/11/12,Won ,Pudge,21:21,10/8/02
11/11/12,Won ,Sniper,22:04,6/2/09
11/11/12,Won ,Pudge,21:49,7/2/09
11/11/12,Won ,Tinker,21:57,3/4/03
11/11/12,Lost,Tinker,22:16,7/6/09
11/11/12,Won ,Tinker,21:15,5/2/15
11/11/12,Won ,Tinker,21:24,7/3/08
11/11/12,Won ,Magnus,21:45,3/1/12
10/11/12,Won ,Tiny,43:43:00,16/5/17
10/11/12,Won ,Magnus,21:55,5/4/14
10/11/12,Lost,Pudge,22:40,6/7/10
10/11/12,Won ,Templar Assassin,34:44:00,21/1/12
10/11/12,Lost,Jakiro,24:40:00,4/7/04
10/11/12,Won ,Pudge,25:33:00,5/2/10
10/11/12,Won ,Magnus,22:55,4/6/12
9/11/12,Lost,Io,22:10,4/2/10
9/11/12,Lost,Pudge,21:49,5/7/09
9/11/12,Won ,Pudge,22:05,12/1/05
9/11/12,Won ,Pudge,22:52,7/2/07
9/11/12,Lost,Templar Assassin,21:45,9/5/09
9/11/12,Won ,Weaver,38:21:00,16/2/14
9/11/12,Won ,Centaur Warrunner,22:48,8/6/05
9/11/12,Lost,Centaur Warrunner,21:50,3/3/11
8/11/12,Won ,Magnus,22:17,7/2/08
16/7/16,Won ,Pudge,22:47,8/3/04
8/11/12,Lost,Magnus,23:07,8/6/10
8/11/12,Lost,Pudge,21:59,13/6/03
8/11/12,Lost,Lifestealer,27:32:00,4/7/04
8/11/12,Won ,Magnus,22:47,3/5/08
8/11/12,Lost,Magnus,23:20,6/1/06
8/11/12,Lost,Outworld Devourer,41:35:00,0/16/3
8/11/12,Lost,Templar Assassin,40:34:00,8/7/07
7/11/12,Lost,Invoker,38:02:00,7/8/04
7/11/12,Won ,Centaur Warrunner,23:18,3/8/10
6/11/12,Lost,Magnus,25:09:00,8/6/09
6/11/12,Won ,Magnus,22:58,2/7/06
5/11/12,Won ,Magnus,24:43:00,2/6/12
5/11/12,Won ,Faceless Void,23:57,3/5/08
5/11/12,Won ,Jakiro,24:14:00,5/7/09
5/11/12,Lost,Pudge,22:39,4/8/14
5/11/12,Won ,Dark Seer,28:59:00,3/10/09
5/11/12,Lost,Night Stalker,24:12:00,3/4/11
5/11/12,Lost,Magnus,24:03:00,1/9/06
4/11/12,Lost,Dark Seer,24:58:00,4/5/03
3/11/12,Won ,Dark Seer,24:41:00,11/3/08
3/11/12,Won ,Magnus,23:49,4/3/07
3/11/12,Lost,Magnus,23:08,4/4/08
3/11/12,Lost,Dark Seer,24:15:00,4/6/12
3/11/12,Won ,Magnus,26:35:00,5/4/07
3/11/12,Lost,Dark Seer,25:45:00,4/3/11
3/11/12,Lost,Dark Seer,24:14:00,5/8/13
3/11/12,Lost,Dark Seer,30:29:00,2/6/07
3/11/12,Lost,Dark Seer,25:08:00,9/1/16
3/11/12,Won ,Centaur Warrunner,23:59,7/5/10
3/11/12,Lost,Centaur Warrunner,25:00:00,3/6/05
3/11/12,Lost,Magnus,24:41:00,6/3/11
3/11/12,Lost,Magnus,24:26:00,5/7/15
3/11/12,Lost,Magnus,23:48,5/8/10
3/11/12,Lost,Tinker,23:58,5/8/05
3/11/12,Lost,Io,23:00,2/7/14
3/11/12,Lost,Centaur Warrunner,26:02:00,9/6/06
3/11/12,Won ,Centaur Warrunner,23:41,2/5/06
2/11/12,Won ,Anti-Mage,24:00:00,1/4/04
2/11/12,Won ,Io,27:32:00,1/7/03
2/11/12,Won ,Centaur Warrunner,23:27,1/5/06
2/11/12,Lost,Io,26:36:00,2/5/14
2/11/12,Lost,Magnus,22:57,1/5/06
2/11/12,Lost,Centaur Warrunner,22:22,2/6/10
2/11/12,Lost,Centaur Warrunner,23:35,3/5/10
2/11/12,Lost,Centaur Warrunner,23:08,4/3/10
2/11/12,Won ,Centaur Warrunner,25:28:00,5/7/07
2/11/12,Won ,Undying,24:39:00,2/8/06
1/11/12,Lost,Pudge,24:57:00,5/6/06
1/11/12,Lost,Lone Druid,24:08:00,5/4/04
16/7/16,Won ,Drow Ranger,24:36:00,5/10/00
1/11/12,Won ,Io,25:22:00,1/4/08
1/11/12,Lost,Drow Ranger,25:13:00,6/7/08
1/11/12,Won ,Drow Ranger,23:15,5/5/02
1/11/12,Lost,Drow Ranger,24:52:00,12/3/03
1/11/12,Won ,Pudge,24:29:00,5/6/04
1/11/12,Won ,Outworld Devourer,23:03,5/7/00
1/11/12,Lost,Pudge,26:34:00,8/6/03
1/11/12,Lost,Sniper,27:28:00,2/11/09
1/11/12,Won ,Anti-Mage,24:19:00,3/10/01
1/11/12,Lost,Anti-Mage,27:15:00,4/9/06
1/11/12,Lost,Tiny,25:44:00,5/9/04
1/11/12,Won ,Tinker,23:30,1/9/06
1/11/12,Won ,Tiny,42:02:00,14/5/17
27/10/12,Won ,Drow Ranger,30:40:00,11/4/11
27/10/12,Lost,Lifestealer,31:25:00,6/9/06
27/10/12,Lost,Sniper,1:00:25,17/4/10
27/10/12,Won ,Sniper,32:29:00,20/3/07
27/10/12,Won ,Tiny,1:00:01,6/10/19
26/10/12,Lost,Tiny,36:46:00,12/4/07
26/10/12,Lost,Chen,40:49:00,6/7/11
26/10/12,Won ,Tiny,43:22:00,8/3/14
26/10/12,Won ,Chen,34:26:00,3/3/18
25/10/12,Won ,Io,39:20:00,9/7/16
23/10/12,Won ,Invoker,22:13,4/1/15
23/10/12,Lost,Venomancer,35:17:00,1/9/15
23/10/12,Won ,Clockwerk,51:07:00,9/12/18
23/10/12,Won ,Shadow Demon,46:26:00,10/10/13
23/10/12,Lost,Enigma,43:07:00,1/7/08
23/10/12,Won ,Tiny,26:37:00,14/1/04
23/10/12,Won ,Undying,42:39:00,7/13/24
23/10/12,Won ,Enigma,24:34:00,2/2/06
23/10/12,Won ,Tiny,24:33:00,9/1/03
22/10/12,Lost,Warlock,45:48:00,4/7/19
22/10/12,Lost,Sven,44:20:00,2/6/09
22/10/12,Won ,Disruptor,9:18,2/0/1
22/10/12,Won ,Clinkz,37:47:00,18/1/04
22/10/12,Won ,Witch Doctor,35:58:00,8/5/18
22/10/12,Lost,Puck,50:32:00,1/9/18
22/10/12,Won ,Slardar,48:02:00,9/6/25
21/10/12,Won ,Lifestealer,16:56,5/1/01
21/10/12,Lost,Anti-Mage,40:30:00,9/5/08
21/10/12,Lost,Anti-Mage,36:53:00,8/5/06
21/10/12,Lost,Shadow Demon,49:21:00,7/8/23
21/10/12,Won ,Vengeful Spirit,59:50:00,6/4/25
20/10/12,Won ,Leshrac,37:59:00,11/8/27
20/10/12,Lost,Bane,44:01:00,6/9/08
20/10/12,Won ,Anti-Mage,40:46:00,9/1/13
20/10/12,Lost,Brewmaster,33:03:00,0/9/3
19/10/12,Lost,Slardar,33:08:00,3/12/06
16/7/16,Won ,Kunkka,38:09:00,31/1/16
19/10/12,Lost,Treant Protector,40:35:00,3/4/05
19/10/12,Lost,Invoker,31:14:00,3/7/10
19/10/12,Lost,Brewmaster,44:15:00,9/11/14
19/10/12,Won ,Invoker,37:51:00,17/2/21
18/10/12,Lost,Omniknight,33:19:00,3/11/00
18/10/12,Lost,Windranger,45:45:00,5/4/10
18/10/12,Won ,Invoker,40:06:00,14/3/18
18/10/12,Lost,Earthshaker,35:29:00,4/10/07
18/10/12,Lost,Spirit Breaker,35:44:00,5/8/08
17/10/12,Won ,Slardar,30:00:00,3/4/16
17/10/12,Won ,Spirit Breaker,26:39:00,18/0/6
16/10/12,Won ,Slardar,43:07:00,5/4/19
15/10/12,Won ,Pudge,39:28:00,6/10/11
15/10/12,Lost,Huskar,38:51:00,3/10/07
15/10/12,Lost,Pudge,40:31:00,3/13/10
15/10/12,Lost,Treant Protector,59:39:00,6/4/16
13/10/12,Won ,Outworld Devourer,53:51:00,22/8/11
13/10/12,Won ,Io,41:06:00,4/10/22
13/10/12,Lost,Beastmaster,27:35:00,3/7/08
13/10/12,Won ,Pudge,39:27:00,17/8/15
12/10/12,Lost,Batrider,42:42:00,3/11/11
10/10/12,Won ,Sniper,40:52:00,25/1/06
10/10/12,Won ,Death Prophet,40:39:00,17/1/16
10/10/12,Won ,Clinkz,32:31:00,12/1/01
10/10/12,Lost,Vengeful Spirit,44:25:00,13/9/12
9/10/12,Won ,Invoker,49:28:00,10/3/25
9/10/12,Won ,Slardar,21:25,1/1/09
9/10/12,Won ,Lifestealer,46:19:00,29/4/05
7/10/12,Lost,Alchemist,36:03:00,3/7/06
7/10/12,Lost,Enigma,54:24:00,3/9/11
4/10/12,Lost,Enigma,31:46:00,2/8/09
4/10/12,Won ,Slardar,44:18:00,9/6/10
4/10/12,Won ,Slardar,36:57:00,8/3/13
4/10/12,Won ,Luna,20:24,5/2/06
4/10/12,Lost,Meepo,50:06:00,13/4/08
3/10/12,Won ,Invoker,53:14:00,2/7/25
3/10/12,Lost,Templar Assassin,38:19:00,7/12/10
3/10/12,Lost,Templar Assassin,37:27:00,9/10/10
3/10/12,Lost,Ancient Apparition,31:59:00,5/7/02
3/10/12,Won ,Lifestealer,31:13:00,14/3/16
2/10/12,Won ,Leshrac,46:07:00,6/7/16
2/10/12,Won ,Zeus,48:53:00,18/6/22
2/10/12,Won ,Slardar,18:14,1/0/3
2/10/12,Lost,Vengeful Spirit,41:39:00,2/10/06
1/10/12,Won ,Pudge,33:55:00,10/6/10
1/10/12,Won ,Invoker,43:31:00,1/3/22
1/10/12,Lost,Invoker,39:06:00,4/9/03
1/10/12,Won ,Omniknight,32:29:00,3/5/04
30/9/12,Won ,Slardar,49:45:00,17/3/12
16/7/16,Won ,Pudge,28:03:00,12/3/15
30/9/12,Lost,Sand King,23:55,6/8/16
30/9/12,Won ,Slardar,46:56:00,4/3/19
30/9/12,Won ,Slardar,1:11:57,14/8/13
29/9/12,Lost,Ancient Apparition,45:26:00,8/9/11
29/9/12,Won ,Pudge,37:43:00,7/6/14
29/9/12,Won ,Enigma,30:49:00,4/4/21
29/9/12,Lost,Juggernaut,33:27:00,3/8/06
29/9/12,Won ,Pudge,34:13:00,10/7/07
29/9/12,Won ,Pudge,17:33,6/6/05
29/9/12,Lost,Slardar,36:13:00,2/5/05
29/9/12,Won ,Sand King,25:03:00,11/1/10
28/9/12,Lost,Shadow Shaman,40:42:00,0/11/14
28/9/12,Lost,Bloodseeker,40:09:00,6/7/09
26/9/12,Lost,Meepo,30:12:00,1/11/03
26/9/12,Won ,Lina,4:48,1/0/0
26/9/12,Won ,Meepo,1:09:46,10/16/18
26/9/12,Won ,Meepo,38:33:00,16/1/05
24/9/12,Won ,Kunkka,47:40:00,16/3/19
22/9/12,Lost,Sand King,32:10:00,3/7/03
22/9/12,Won ,Slardar,34:55:00,6/3/16
22/9/12,Lost,Meepo,32:08:00,4/10/06
22/9/12,Lost,Meepo,32:35:00,5/11/02
22/9/12,Won ,Queen of Pain,43:32:00,16/1/17
20/9/12,Lost,Invoker,58:31:00,11/10/22
19/9/12,Lost,Slardar,40:44:00,4/12/17
19/9/12,Lost,Crystal Maiden,32:42:00,2/7/08
19/9/12,Won ,Sand King,46:09:00,19/5/21
19/9/12,Won ,Pudge,40:51:00,8/4/17
19/9/12,Lost,Night Stalker,38:24:00,12/6/16
17/9/12,Won ,Alchemist,43:11:00,3/5/22
17/9/12,Won ,Queen of Pain,41:22:00,7/4/25
17/9/12,Lost,Invoker,42:29:00,2/9/13
17/9/12,Won ,Invoker,40:07:00,6/4/16
16/9/12,Lost,Clinkz,34:09:00,8/4/06
16/9/12,Won ,Invoker,1:01:36,8/9/26
15/9/12,Lost,Morphling,33:02:00,1/5/00
15/9/12,Won ,Invoker,49:33:00,6/6/20
15/9/12,Won ,Invoker,42:58:00,8/4/29
15/9/12,Lost,Pudge,54:51:00,15/12/06
14/9/12,Lost,Sand King,39:53:00,5/10/07
14/9/12,Lost,Lone Druid,1:02:16,10/12/09
13/9/12,Lost,Sniper,24:07:00,4/6/02
13/9/12,Won ,Visage,33:41:00,8/5/16
13/9/12,Lost,Io,38:51:00,7/12/07
13/9/12,Won ,Axe,42:49:00,12/4/18
13/9/12,Lost,Naga Siren,39:43:00,4/9/07
13/9/12,Won ,Huskar,39:29:00,20/5/09
13/9/12,Lost,Visage,49:51:00,7/14/12
10/9/12,Lost,Night Stalker,33:23:00,4/6/07
16/7/16,Lost,Chen,28:50:00,2/4/04
10/9/12,Won ,Earthshaker,53:42:00,4/7/19
9/9/12,Lost,Invoker,42:50:00,2/6/11
9/9/12,Won ,Beastmaster,53:54:00,8/10/22
9/9/12,Won ,Invoker,52:24:00,15/2/13
9/9/12,Lost,Sniper,54:06:00,9/5/23
9/9/12,Won ,Invoker,1:11:36,12/10/23
8/9/12,Lost,Disruptor,29:12:00,2/5/02
8/9/12,Won ,Visage,53:39:00,11/5/10
7/9/12,Won ,Enigma,27:53:00,1/2/10
6/9/12,Won ,Kunkka,54:31:00,26/2/14
5/9/12,Lost,Enigma,38:40:00,5/6/15
4/9/12,Won ,Naga Siren,38:36:00,4/2/12
4/9/12,Lost,Tinker,53:54:00,6/12/09
4/9/12,Lost,Templar Assassin,37:04:00,8/6/07
4/9/12,Won ,Pugna,44:40:00,5/7/16
3/9/12,Lost,Beastmaster,37:31:00,4/5/10
3/9/12,Lost,Outworld Devourer,38:55:00,3/5/03
3/9/12,Lost,Night Stalker,1:14:52,19/6/16
2/9/12,Lost,Nature's Prophet,36:34:00,2/10/11
2/9/12,Lost,Axe,32:58:00,3/8/05
2/9/12,Won ,Enigma,32:27:00,4/3/17
2/9/12,Lost,Night Stalker,44:35:00,2/7/10
1/9/12,Lost,Shadow Demon,56:32:00,11/14/17
1/9/12,Lost,Undying,49:31:00,4/13/18
1/9/12,Lost,Storm Spirit,33:03:00,4/5/05
1/9/12,Lost,Morphling,21:37,1/2/03
1/9/12,Lost,Spectre,38:53:00,6/6/06
31/8/12,Lost,Morphling,31:11:00,7/4/00
31/8/12,Won ,Outworld Devourer,36:50:00,25/4/08
31/8/12,Won ,Dark Seer,35:44:00,7/2/11
30/8/12,Lost,Brewmaster,50:20:00,5/3/07
30/8/12,Won ,Night Stalker,58:24:00,23/4/12
30/8/12,Won ,Beastmaster,1:18:40,9/12/42
29/8/12,Won ,Gyrocopter,52:45:00,6/8/16
29/8/12,Won ,Night Stalker,29:40:00,10/0/7
29/8/12,Lost,Outworld Devourer,51:50:00,15/6/06
29/8/12,Won ,Witch Doctor,56:55:00,11/9/24
28/8/12,Won ,Drow Ranger,37:18:00,17/4/05
28/8/12,Won ,Ursa,54:14:00,29/6/13
25/8/12,Won ,Storm Spirit,44:53:00,7/6/22
25/8/12,Won ,Leshrac,39:08:00,17/5/19
24/8/12,Won ,Night Stalker,26:42:00,11/0/5
24/8/12,Won ,Night Stalker,30:13:00,14/1/09
24/8/12,Lost,Lifestealer,34:05:00,6/5/05
24/8/12,Won ,Outworld Devourer,37:24:00,4/5/15
24/8/12,Lost,Ursa,58:16:00,25/5/08
24/8/12,Lost,Outworld Devourer,42:43:00,12/7/08
24/8/12,Won ,Naga Siren,34:00:00,6/1/11
24/8/12,Lost,Ancient Apparition,39:00:00,7/9/11
16/7/16,Won ,Invoker,42:32:00,5/3/25
23/8/12,Lost,Invoker,57:27:00,17/12/17
23/8/12,Lost,Tinker,58:22:00,4/4/13
22/8/12,Won ,Morphling,37:00:00,13/0/8
22/8/12,Lost,Windranger,26:53:00,1/3/05
21/8/12,Won ,Naga Siren,31:42:00,5/0/9
20/8/12,Lost,Morphling,53:20:00,10/7/09
20/8/12,Won ,Tidehunter,51:48:00,9/4/24
19/8/12,Lost,Ursa,44:17:00,9/6/08
19/8/12,Lost,Omniknight,47:27:00,1/11/06
19/8/12,Lost,Shadow Shaman,41:24:00,4/12/13
19/8/12,Won ,Axe,30:46:00,8/4/13
19/8/12,Won ,Crystal Maiden,28:22:00,5/3/14
19/8/12,Lost,Earthshaker,40:15:00,3/6/07
18/8/12,Lost,Sniper,46:50:00,7/8/02
18/8/12,Lost,Gyrocopter,34:47:00,3/14/8
18/8/12,Lost,Invoker,45:20:00,7/5/06
18/8/12,Won ,Sand King,41:42:00,5/5/16
18/8/12,Lost,Crystal Maiden,29:30:00,1/5/07
18/8/12,Lost,Crystal Maiden,47:35:00,3/12/13
18/8/12,Won ,Crystal Maiden,32:50:00,7/5/20
18/8/12,Lost,Visage,27:45:00,2/10/01
18/8/12,Lost,Huskar,41:07:00,10/11/05
17/8/12,Lost,Vengeful Spirit,38:06:00,3/11/09
17/8/12,Lost,Vengeful Spirit,35:52:00,2/3/06
16/8/12,Lost,Wraith King,41:32:00,5/9/02
16/8/12,Lost,Huskar,35:14:00,3/11/04
16/8/12,Won ,Huskar,38:27:00,14/9/08
16/8/12,Won ,Kunkka,36:08:00,21/4/09
15/8/12,Won ,Enigma,47:55:00,9/1/28
15/8/12,Lost,Invoker,31:31:00,0/7/6
15/8/12,Lost,Broodmother,1:04:24,5/9/08
14/8/12,Won ,Vengeful Spirit,55:24:00,19/5/20
14/8/12,Won ,Clinkz,39:58:00,22/1/03
13/8/12,Won ,Luna,36:58:00,15/3/10
12/8/12,Lost,Broodmother,36:47:00,4/8/05
12/8/12,Lost,Invoker,9:21,0/1/0
12/8/12,Won ,Dark Seer,1:03:38,26/4/20
11/8/12,Lost,Clinkz,39:37:00,6/5/05
11/8/12,Won ,Kunkka,55:46:00,12/5/18
11/8/12,Won ,Invoker,47:11:00,12/5/18
10/8/12,Lost,Kunkka,47:59:00,8/5/08
10/8/12,Lost,Ancient Apparition,47:05:00,9/11/14
10/8/12,Lost,Anti-Mage,35:37:00,2/6/04
10/8/12,Won ,Lifestealer,46:08:00,16/7/16
10/8/12,Won ,Chaos Knight,36:08:00,8/2/14
9/8/12,Won ,Drow Ranger,37:41:00,7/0/6
9/8/12,Won ,Invoker,39:19:00,5/6/25
9/8/12,Lost,Lifestealer,52:19:00,11/6/11
8/8/12,Won ,Lifestealer,39:11:00,15/4/07
16/7/16,Lost,Dark Seer,48:07:00,8/7/14
7/8/12,Won ,Clinkz,33:20:00,12/0/2
7/8/12,Won ,Ancient Apparition,37:28:00,17/0/0
6/8/12,Lost,Kunkka,44:47:00,3/9/13
